world,231,122,572
world,231,122,573
world,231,122,574
world,231,122,575
world,231,122,576
world,231,122,577
world,231,122,578
world,231,122,579
world,231,122,580
world,231,122,581
world,231,122,582
world,231,122,583
world,231,122,584
world,231,122,585
world,231,122,586
world,231,122,587
world,232,122,572
world,232,122,573
world,232,122,574
world,232,122,575
world,232,122,576
world,232,122,577
world,232,122,578
world,232,122,579
world,232,122,580
world,232,122,581
world,232,122,582
world,232,122,583
world,232,122,584
world,232,122,585
world,232,122,586
world,232,122,587
world,233,122,572
world,233,122,573
world,233,122,574
world,233,122,575
world,233,122,576
world,233,122,577
world,233,122,578
world,233,122,579
world,233,122,580
world,233,122,581
world,233,122,582
world,233,122,583
world,233,122,584
world,233,122,585
world,233,122,586
world,233,122,587
world,234,122,572
world,234,122,573
world,234,122,574
world,234,122,575
world,234,122,576
world,234,122,577
world,234,122,578
world,234,122,579
world,234,122,580
world,234,122,581
world,234,122,582
world,234,122,583
world,234,122,584
world,234,122,585
world,234,122,586
world,234,122,587
world,235,122,572
world,235,122,573
world,235,122,574
world,235,122,575
world,235,122,576
world,235,122,577
world,235,122,578
world,235,122,579
world,235,122,580
world,235,122,581
world,235,122,582
world,235,122,583
world,235,122,584
world,235,122,585
world,235,122,586
world,235,122,587
world,236,122,572
world,236,122,573
world,236,122,574
world,236,122,575
world,236,122,576
world,236,122,577
world,236,122,578
world,236,122,579
world,236,122,580
world,236,122,581
world,236,122,582
world,236,122,583
world,236,122,584
world,236,122,585
world,236,122,586
world,236,122,587
world,237,122,572
world,237,122,573
world,237,122,574
world,237,122,575
world,237,122,576
world,237,122,577
world,237,122,578
world,237,122,579
world,237,122,580
world,237,122,581
world,237,122,582
world,237,122,583
world,237,122,584
world,237,122,585
world,237,122,586
world,237,122,587
world,238,122,572
world,238,122,573
world,238,122,574
world,238,122,575
world,238,122,576
world,238,122,577
world,238,122,578
world,238,122,579
world,238,122,580
world,238,122,581
world,238,122,582
world,238,122,583
world,238,122,584
world,238,122,585
world,238,122,586
world,238,122,587
world,239,122,572
world,239,122,573
world,239,122,574
world,239,122,575
world,239,122,576
world,239,122,577
world,239,122,578
world,239,122,579
world,239,122,580
world,239,122,581
world,239,122,582
world,239,122,583
world,239,122,584
world,239,122,585
world,239,122,586
world,239,122,587
world,240,122,572
world,240,122,573
world,240,122,574
world,240,122,575
world,240,122,576
world,240,122,577
world,240,122,578
world,240,122,579
world,240,122,580
world,240,122,581
world,240,122,582
world,240,122,583
world,240,122,584
world,240,122,585
world,240,122,586
world,240,122,587
world,241,122,572
world,241,122,573
world,241,122,574
world,241,122,575
world,241,122,576
world,241,122,577
world,241,122,578
world,241,122,579
world,241,122,580
world,241,122,581
world,241,122,582
world,241,122,583
world,241,122,584
world,241,122,585
world,241,122,586
world,241,122,587
world,242,122,572
world,242,122,573
world,242,122,574
world,242,122,575
world,242,122,576
world,242,122,577
world,242,122,578
world,242,122,579
world,242,122,580
world,242,122,581
world,242,122,582
world,242,122,583
world,242,122,584
world,242,122,585
world,242,122,586
world,242,122,587
world,243,122,572
world,243,122,573
world,243,122,574
world,243,122,575
world,243,122,576
world,243,122,577
world,243,122,578
world,243,122,579
world,243,122,580
world,243,122,581
world,243,122,582
world,243,122,583
world,243,122,584
world,243,122,585
world,243,122,586
world,243,122,587
world,244,122,572
world,244,122,573
world,244,122,574
world,244,122,575
world,244,122,576
world,244,122,577
world,244,122,578
world,244,122,579
world,244,122,580
world,244,122,581
world,244,122,582
world,244,122,583
world,244,122,584
world,244,122,585
world,244,122,586
world,244,122,587
world,245,122,572
world,245,122,573
world,245,122,574
world,245,122,575
world,245,122,576
world,245,122,577
world,245,122,578
world,245,122,579
world,245,122,580
world,245,122,581
world,245,122,582
world,245,122,583
world,245,122,584
world,245,122,585
world,245,122,586
world,245,122,587
world,246,122,572
world,246,122,573
world,246,122,574
world,246,122,575
world,246,122,576
world,246,122,577
world,246,122,578
world,246,122,579
world,246,122,580
world,246,122,581
world,246,122,582
world,246,122,583
world,246,122,584
world,246,122,585
world,246,122,586
world,246,122,587
world,247,122,572
world,247,122,573
world,247,122,574
world,247,122,575
world,247,122,576
world,247,122,577
world,247,122,578
world,247,122,579
world,247,122,580
world,247,122,581
world,247,122,582
world,247,122,583
world,247,122,584
world,247,122,585
world,247,122,586
world,247,122,587
world,248,122,572
world,248,122,573
world,248,122,574
world,248,122,575
world,248,122,576
world,248,122,577
world,248,122,578
